1,0,0,602,83,378,0.976931
1,2,1266,616,89,266,0.941079
1,3,584,656,44,131,0.925458
1,5,492,660,48,123,0.930945
1,6,456,647,48,135,0.922942
1,7,1193,648,62,148,0.912498
1,10,1793,656,118,253,0.940302
1,13,826,633,71,217,0.956442
1,14,1326,627,48,165,0.924964
1,15,158,639,46,104,0.942405
2,0,0,601,67,377,0.972480
2,2,1265,615,88,266,0.938701
2,3,583,656,43,130,0.924213
2,5,491,660,48,123,0.933837
2,6,454,647,49,135,0.918649
2,7,1189,648,63,148,0.895561
2,10,1791,658,119,251,0.934973
2,13,828,633,70,217,0.955392
2,14,1328,627,50,164,0.901752
2,15,160,636,45,115,0.938245
3,0,0,600,63,374,0.963802
3,2,1265,614,86,266,0.940264
3,3,584,655,40,130,0.928839
3,5,490,659,49,124,0.933649
3,6,454,648,48,134,0.923745
3,7,1186,647,63,148,0.897061
3,10,1788,658,121,248,0.932418
3,13,831,631,68,219,0.956340
3,14,1332,627,56,164,0.914674
3,15,163,635,44,117,0.944406
4,0,0,599,63,377,0.960508
4,2,1264,615,86,264,0.945447
4,3,584,655,37,129,0.928067
4,5,490,658,47,124,0.926382
4,6,453,647,48,134,0.921652
4,7,1184,648,64,147,0.900507
4,10,1785,661,121,244,0.919290
4,13,832,630,67,219,0.960768
4,14,1336,631,60,160,0.928775
4,15,166,633,44,118,0.940496
5,0,0,599,64,378,0.950267
5,2,1264,615,85,264,0.946521
5,3,583,653,36,130,0.928785
5,5,490,657,47,124,0.920512
5,6,452,646,49,134,0.922227
5,7,1181,648,61,146,0.909046
5,10,1780,659,122,246,0.925903
5,13,835,628,66,220,0.966088
5,14,1335,633,69,159,0.927140
5,15,168,632,44,118,0.934037
6,0,0,609,64,368,0.948349
6,2,1264,614,84,263,0.949074
6,3,581,653,37,129,0.931301
6,5,490,657,46,124,0.921996
6,6,451,646,50,135,0.922877
6,7,1179,647,60,146,0.908367
6,10,1777,660,116,242,0.918155
6,13,837,628,65,219,0.972209
6,14,1335,633,72,158,0.924108
6,15,170,632,44,121,0.937082
7,2,1262,613,86,264,0.949428
7,3,580,653,37,128,0.927313
7,5,490,657,46,125,0.920619
7,6,451,646,50,135,0.924181
7,7,1178,648,60,144,0.907665
7,10,1770,657,111,243,0.924737
7,13,839,627,65,220,0.972483
7,14,1335,634,74,157,0.922032
7,15,171,634,44,119,0.937087
8,2,1262,613,86,264,0.951549
8,3,578,652,37,128,0.924299
8,5,489,657,47,125,0.914745
8,6,450,645,51,136,0.923330
8,7,1175,648,61,144,0.910968
8,10,1764,653,105,242,0.926829
8,13,841,627,63,219,0.967002
8,14,1336,634,74,158,0.929680
8,15,174,636,41,117,0.936793
9,2,1261,613,87,263,0.951027
9,3,576,651,37,128,0.927355
9,5,489,656,48,126,0.919515
9,6,450,646,50,135,0.925351
9,7,1173,648,61,144,0.920991
9,10,1758,655,98,236,0.897586
9,13,843,627,63,219,0.967011
9,14,1338,634,72,158,0.940172
9,15,178,636,39,116,0.936411
10,2,1260,613,88,263,0.950694
10,3,574,650,38,129,0.923505
10,5,490,655,47,127,0.921336
10,6,449,645,49,136,0.930053
10,7,1172,648,62,144,0.912168
10,10,1749,651,93,237,0.908747
10,13,845,627,62,219,0.964563
10,14,1341,632,69,160,0.936390
10,15,180,635,40,117,0.929184
11,2,1260,614,88,263,0.951888
11,3,572,651,38,128,0.916188
11,5,490,655,48,128,0.924903
11,6,448,647,50,135,0.934496
11,7,1170,646,58,146,0.921670
11,10,1741,653,86,235,0.896917
11,13,847,627,62,220,0.965369
11,14,1349,630,60,162,0.927372
11,15,182,634,40,120,0.911050
12,2,1259,613,89,264,0.951561
12,3,571,652,38,127,0.904421
12,5,490,655,48,128,0.930140
12,6,448,646,49,136,0.941337
12,7,1172,646,54,146,0.925871
12,10,1738,650,74,230,0.881491
12,13,849,628,69,222,0.968189
12,14,1356,630,54,162,0.919572
12,15,184,636,41,118,0.909677
13,2,1259,614,89,263,0.951792
13,3,570,652,38,128,0.904194
13,5,491,656,47,127,0.931753
13,6,447,646,50,137,0.939416
13,7,1169,646,54,146,0.927635
13,10,1735,650,85,221,0.904812
13,13,852,629,75,221,0.967865
13,14,1365,629,47,164,0.919443
13,15,184,634,44,119,0.913242
14,2,1259,614,89,264,0.952255
14,3,569,653,37,129,0.912675
14,5,491,655,47,129,0.936234
14,6,447,645,49,138,0.937476
14,7,1168,646,55,145,0.930621
14,10,1732,649,87,222,0.904236
14,13,852,630,82,221,0.964410
14,14,1367,632,47,162,0.906022
14,15,184,634,47,121,0.913236
15,2,1259,614,89,265,0.951051
15,3,568,652,37,130,0.903601
15,5,491,656,47,129,0.937323
15,6,446,646,49,138,0.941073
15,7,1165,648,57,143,0.929821
15,10,1730,650,67,231,0.926654
15,13,852,631,82,222,0.965094
15,14,1368,633,50,163,0.917407
15,15,183,636,50,121,0.914542
16,2,1258,614,89,266,0.950058
16,3,566,653,38,130,0.892194
16,5,491,656,47,130,0.941175
16,6,445,647,49,137,0.934932
16,7,1163,648,58,143,0.928341
16,10,1730,651,63,222,0.941452
16,13,851,631,81,223,0.965959
16,14,1368,634,56,164,0.927421
16,15,185,639,51,122,0.913660
17,2,1258,615,89,265,0.949428
17,3,565,654,38,129,0.897172
17,5,491,656,47,130,0.943837
17,6,445,648,49,137,0.933745
17,7,1163,649,56,143,0.929248
17,10,1729,651,63,223,0.936636
17,13,852,633,80,222,0.965729
17,14,1368,635,58,163,0.929264
17,15,188,641,50,120,0.904815
18,2,1257,617,90,263,0.950865
18,3,564,655,38,128,0.887419
18,5,492,656,47,130,0.947304
18,6,445,647,49,139,0.935869
18,7,1164,649,56,143,0.930170
18,10,1728,650,63,225,0.920389
18,13,852,632,81,223,0.965745
18,14,1367,635,67,164,0.922141
18,15,191,644,52,117,0.913141
19,2,1257,618,90,263,0.951237
19,3,564,656,38,128,0.889647
19,5,492,657,47,130,0.944922
19,6,445,647,51,141,0.933755
19,7,1165,649,56,144,0.933438
19,10,1728,667,62,208,0.902429
19,13,855,632,78,224,0.968148
19,14,1368,637,72,163,0.916302
19,15,197,643,51,118,0.912080
20,2,1264,619,83,263,0.945202
20,3,563,657,38,127,0.899099
20,5,492,658,47,131,0.944205
20,6,445,648,51,141,0.934529
20,7,1165,650,55,143,0.932212
20,10,1729,648,60,227,0.880671
20,13,856,632,77,225,0.968224
20,14,1371,638,73,164,0.912255
20,15,202,643,49,119,0.922098
21,2,1266,620,81,262,0.944567
21,3,561,657,39,128,0.892388
21,5,492,659,48,132,0.941719
21,6,445,650,51,140,0.932529
21,7,1165,651,56,143,0.930020
21,10,1729,651,59,223,0.846454
21,13,861,632,72,226,0.967798
21,14,1374,640,74,164,0.906490
21,15,206,642,48,122,0.927265
22,2,1268,620,79,263,0.944613
22,3,560,657,39,129,0.899961
22,5,492,660,47,131,0.941127
22,6,444,650,52,141,0.932770
22,7,1165,651,54,143,0.929903
22,10,1727,655,61,220,0.688074
22,13,866,632,70,226,0.968722
22,14,1377,640,77,165,0.904016
22,15,215,640,44,124,0.937113
23,2,1267,620,80,263,0.943579
23,3,559,657,40,129,0.904403
23,5,492,661,46,131,0.940215
23,6,444,651,52,141,0.923311
23,7,1164,651,54,143,0.935283
23,10,1727,656,56,217,0.595940
23,13,872,632,68,227,0.967394
23,14,1382,640,76,166,0.912844
23,15,218,639,44,127,0.932005
24,2,1268,620,79,264,0.935842
24,3,558,657,40,128,0.914016
24,5,492,662,46,130,0.938253
24,6,445,652,52,141,0.914247
24,7,1165,652,53,143,0.933859
24,10,1683,647,98,226,0.407477
24,13,878,633,67,226,0.967825
24,14,1389,638,74,169,0.922619
24,15,221,639,47,128,0.932537
25,2,1267,619,80,265,0.936450
25,3,557,658,40,127,0.913603
25,5,493,662,46,131,0.937381
25,6,445,654,52,139,0.912056
25,7,1164,652,55,143,0.932394
