1,0,956,741,105,284,0.932666
1,1,441,445,66,154,0.947852
1,5,468,370,46,102,0.915946
1,6,893,463,37,108,0.594879
1,7,1006,461,62,137,0.895062
1,8,737,458,58,135,0.932243
1,9,886,463,63,134,0.926626
1,10,1054,410,42,140,0.836530
1,11,153,441,60,149,0.952841
1,12,560,337,24,118,0.721668
2,0,956,741,104,284,0.924131
2,1,441,445,66,154,0.946774
2,5,467,370,47,102,0.907663
2,6,891,463,36,108,0.561616
2,7,1001,461,63,137,0.888020
2,8,735,458,59,135,0.938601
2,9,886,462,62,135,0.930419
2,10,1051,410,40,140,0.833293
2,11,155,441,59,149,0.957611
2,12,557,330,27,124,0.662661
3,0,956,741,101,284,0.919794
3,1,441,445,66,155,0.943689
3,5,467,371,47,101,0.912753
3,6,887,462,37,108,0.539581
3,7,999,461,61,137,0.878119
3,8,734,459,59,133,0.940631
3,9,886,462,58,132,0.934023
3,10,1045,410,42,141,0.833513
3,11,156,441,58,149,0.965733
3,12,570,336,19,119,0.608311
4,0,956,742,98,283,0.918930
4,1,441,445,67,155,0.942895
4,5,466,371,46,101,0.913401
4,6,885,461,55,130,0.793129
4,7,998,461,57,137,0.878977
4,8,735,458,57,134,0.940610
4,9,884,461,56,132,0.937446
4,10,1044,410,36,141,0.848893
4,11,157,441,58,149,0.964208
4,12,570,334,20,121,0.629869
5,0,956,742,88,283,0.925287
5,1,441,445,66,155,0.941605
5,5,465,370,47,102,0.914826
5,6,881,460,53,130,0.937699
5,7,994,460,54,138,0.895153
5,8,734,458,57,132,0.940558
5,9,880,460,54,131,0.946368
5,10,1040,411,36,137,0.838014
5,11,159,441,57,149,0.965695
5,12,573,339,32,117,0.561867
6,0,955,743,83,282,0.924445
6,1,441,445,67,155,0.941929
6,5,464,370,47,102,0.913394
6,6,878,459,49,127,0.827528
6,7,993,460,51,138,0.918725
6,8,732,457,57,132,0.937622
6,9,878,459,49,132,0.940336
6,10,1032,411,44,137,0.881067
6,11,160,441,57,149,0.962993
6,12,572,341,34,114,0.587107
7,0,951,743,80,282,0.928786
7,1,441,445,67,155,0.939431
7,5,463,369,48,103,0.913483
7,6,875,458,44,132,0.670916
7,7,992,461,51,137,0.913942
7,8,729,456,56,132,0.920898
7,9,875,458,45,133,0.932270
7,10,1029,411,47,136,0.880822
7,11,161,442,58,148,0.957968
7,12,576,341,32,115,0.443605
8,0,947,743,76,282,0.921763
8,1,441,445,67,155,0.940982
8,5,461,370,48,102,0.910945
8,6,877,457,38,126,0.720835
8,7,990,461,52,137,0.919485
8,8,727,456,53,128,0.924959
8,9,872,458,40,133,0.931346
8,10,1034,412,42,135,0.901367
8,11,163,442,58,148,0.955230
8,12,574,337,55,135,0.756027
9,0,944,743,68,282,0.931195
9,1,442,445,67,155,0.940297
9,5,459,370,48,102,0.914957
9,6,876,457,37,128,0.783205
9,7,985,461,54,137,0.933253
9,8,725,455,51,129,0.921389
9,9,871,457,41,135,0.930973
9,10,1031,412,45,135,0.912994
9,11,164,442,58,148,0.951086
9,12,578,339,57,141,0.788996
10,0,940,743,67,282,0.934608
10,1,442,445,67,155,0.940244
10,5,458,370,48,101,0.915641
10,6,874,457,40,120,0.700797
10,7,983,461,53,137,0.938065
10,8,722,454,49,130,0.923062
10,9,865,456,49,135,0.933172
10,10,1028,412,48,135,0.916782
10,11,167,443,59,147,0.947030
10,12,579,339,62,141,0.793501
11,0,938,742,70,284,0.941599
11,1,442,445,68,155,0.941103
11,5,457,370,48,101,0.921166
11,6,872,456,43,124,0.773453
11,7,982,461,52,137,0.935382
11,8,719,453,50,131,0.931394
11,9,863,457,52,134,0.922052
11,10,1025,413,49,134,0.917834
11,11,169,443,66,148,0.947998
11,12,580,339,62,129,0.799398
12,0,934,743,74,283,0.938988
12,1,442,445,68,155,0.941504
12,5,456,368,47,102,0.920307
12,6,865,457,49,127,0.883023
12,7,980,461,54,137,0.932081
12,8,717,454,49,130,0.926177
12,9,858,456,56,136,0.919243
12,10,1020,413,53,134,0.912272
12,11,170,444,70,147,0.949216
12,12,581,339,61,129,0.792738
13,0,931,743,78,283,0.935649
13,1,443,445,67,155,0.940162
13,5,455,366,47,103,0.918749
13,6,864,457,51,132,0.894971
13,7,978,462,53,137,0.927504
13,8,715,452,49,133,0.925792
13,9,855,457,60,134,0.920234
13,10,1015,413,55,133,0.902456
13,11,172,445,73,147,0.951992
13,12,581,339,62,129,0.790334
14,0,923,743,86,283,0.931012
14,1,444,445,66,155,0.941195
14,5,453,366,49,102,0.918394
14,6,864,458,51,126,0.866483
14,7,977,462,54,137,0.919804
14,8,712,451,50,134,0.931042
14,9,851,457,64,135,0.897050
14,10,1011,413,54,132,0.895456
14,11,174,446,74,147,0.949997
14,12,587,340,56,128,0.770194
15,0,910,743,99,283,0.937408
15,1,444,445,66,155,0.940871
15,5,452,365,49,102,0.914204
15,6,857,458,55,131,0.835540
15,7,973,463,58,136,0.911343
15,8,710,452,50,133,0.923880
15,9,849,457,64,135,0.913614
15,10,1007,412,53,131,0.880698
15,11,176,447,71,147,0.950805
15,12,588,343,55,124,0.719653
16,0,903,742,105,284,0.929636
16,1,445,445,65,155,0.942088
16,5,450,364,50,102,0.913928
16,6,878,464,33,100,0.639391
16,7,971,463,60,136,0.902833
16,8,708,453,50,132,0.915668
16,9,848,457,59,135,0.896053
16,10,1004,412,51,129,0.849691
16,11,178,447,69,147,0.951351
16,12,593,343,50,124,0.668189
17,0,900,742,109,284,0.931492
17,1,446,445,64,156,0.944711
17,5,451,364,48,101,0.910641
17,6,877,464,30,100,0.681562
17,7,970,463,61,136,0.903260
17,8,705,453,50,132,0.920251
17,9,846,458,57,133,0.882907
17,10,1002,411,46,132,0.835443
17,11,181,447,68,149,0.951131
17,12,595,343,50,123,0.648810
18,0,898,742,110,284,0.936163
18,1,446,445,64,155,0.942423
18,5,451,364,48,100,0.911680
18,6,874,465,30,100,0.718626
18,7,969,463,61,136,0.888680
18,8,703,454,52,131,0.913052
18,9,843,457,55,133,0.883651
18,10,999,411,43,132,0.822558
